	distance	word_pos	sent_pos	sent_nr	subj_nr	token	resolved	rt_fp	spill_fp	inverse_distance	clean_token	reflexive	ana_category	multiple_drefs	word_length	num_prev_anas	target_skipped	spill_skipped
4614	-3	3	125	158	28	his	1	348	424	-3	his	False	P	False	3	1	0	0
4616	-3	3	125	158	30	his	1	340	264	-3	his	False	P	False	3	1	0	0
4617	-3	3	72	158	31	his	1	196	0	-3	his	False	P	False	3	1	0	1
4618	-3	3	17	158	32	his	1	200	124	-3	his	False	P	False	3	1	0	0
4619	-3	3	182	158	33	his	1	144	168	-3	his	False	P	False	3	1	0	0
4621	-3	3	167	158	35	his	1	164	200	-3	his	False	P	False	3	1	0	0
4623	-3	3	141	158	37	his	1	140	148	-3	his	False	P	False	3	1	0	0
4633	-2	6	40	158	4	his	1	156	212	-2	his	False	P	False	3	2	0	0
4637	-2	6	123	158	8	his	1	208	0	-2	his	False	P	False	3	2	0	1
4638	-2	6	83	158	10	his	1	324	60	-2	his	False	P	False	3	2	0	0
4640	-2	6	175	158	12	his	1	288	124	-2	his	False	P	False	3	2	0	0
4641	-2	6	94	158	13	his	1	168	340	-2	his	False	P	False	3	2	0	0
4642	-2	6	74	158	14	his	1	236	112	-2	his	False	P	False	3	2	0	0
4644	-2	6	137	158	16	his	1	200	368	-2	his	False	P	False	3	2	0	0
4645	-2	6	175	158	18	his	1	228	0	-2	his	False	P	False	3	2	0	1
4646	-2	6	152	158	19	his	1	140	196	-2	his	False	P	False	3	2	0	0
4648	-2	6	158	158	21	his	1	132	136	-2	his	False	P	False	3	2	0	0
4649	-2	6	184	158	22	his	1	204	200	-2	his	False	P	False	3	2	0	0
4650	-2	6	60	158	23	his	1	228	408	-2	his	False	P	False	3	2	0	0
4651	-2	6	82	158	24	his	1	304	144	-2	his	False	P	False	3	2	0	0
4652	-2	6	189	158	25	his	1	284	0	-2	his	False	P	False	3	2	0	1
4653	-2	6	27	158	27	his	1	328	0	-2	his	False	P	False	3	2	0	1
4654	-2	6	125	158	28	his	1	180	396	-2	his	False	P	False	3	2	0	0
4655	-2	6	33	158	29	his	1	160	136	-2	his	False	P	False	3	2	0	0
4656	-2	6	125	158	30	his	1	160	352	-2	his	False	P	False	3	2	0	0
4657	-2	6	72	158	31	his	1	148	140	-2	his	False	P	False	3	2	0	0
4658	-2	6	17	158	32	his	1	280	156	-2	his	False	P	False	3	2	0	0
4659	-2	6	182	158	33	his	1	172	32	-2	his	False	P	False	3	2	0	0
4660	-2	6	156	158	34	his	1	212	180	-2	his	False	P	False	3	2	0	0
4661	-2	6	167	158	35	his	1	160	160	-2	his	False	P	False	3	2	0	0
4662	-2	6	69	158	36	his	1	180	0	-2	his	False	P	False	3	2	0	1
4663	-2	6	141	158	37	his	1	172	144	-2	his	False	P	False	3	2	0	0
4664	-2	6	55	158	38	his	1	204	264	-2	his	False	P	False	3	2	0	0
4669	-2	6	151	158	43	his	1	120	156	-2	his	False	P	False	3	2	0	0
4670	-7	10	5	159	1	his	1	136	236	-7	his	False	P	False	3	1	0	0
4671	-7	10	117	159	2	his	1	96	164	-7	his	False	P	False	3	1	0	0
4672	-7	10	78	159	3	his	1	160	172	-7	his	False	P	False	3	1	0	0
4673	-7	10	174	159	4	his	1	96	316	-7	his	False	P	False	3	1	0	0
4674	-7	10	111	159	5	his	1	188	436	-7	his	False	P	False	3	1	0	0
4675	-7	10	64	159	6	his	1	372	0	-7	his	False	P	False	3	1	0	1
4676	-7	10	203	159	7	his	1	160	160	-7	his	False	P	False	3	1	0	0
4679	-7	10	175	159	10	his	1	168	148	-7	his	False	P	False	3	1	0	0
4680	-7	10	190	159	11	his	1	156	272	-7	his	False	P	False	3	1	0	0
4684	-7	10	172	159	15	his	1	168	0	-7	his	False	P	False	3	1	0	1
4686	-7	10	36	159	17	his	1	192	320	-7	his	False	P	False	3	1	0	0
4689	-7	10	108	159	20	his	1	128	0	-7	his	False	P	False	3	1	0	1
4690	-7	10	194	159	21	his	1	228	232	-7	his	False	P	False	3	1	0	0
4694	-7	10	96	159	25	his	1	124	316	-7	his	False	P	False	3	1	0	0
4695	-7	10	72	159	27	his	1	148	432	-7	his	False	P	False	3	1	0	0
4699	-7	10	168	159	31	his	1	172	120	-7	his	False	P	False	3	1	0	0
4702	-7	10	168	159	34	his	1	176	240	-7	his	False	P	False	3	1	0	0
4703	-7	10	97	159	35	his	1	208	160	-7	his	False	P	False	3	1	0	0
4704	-7	10	152	159	36	his	1	200	0	-7	his	False	P	False	3	1	0	1
4705	-7	10	142	159	37	his	1	164	152	-7	his	False	P	False	3	1	0	0
4707	-7	10	20	159	39	his	1	140	0	-7	his	False	P	False	3	1	0	1
4709	-7	10	159	159	41	his	1	244	236	-7	his	False	P	False	3	1	0	0
4710	-7	10	79	159	42	his	1	212	240	-7	his	False	P	False	3	1	0	0
4711	-7	10	140	159	43	his	1	176	120	-7	his	False	P	False	3	1	0	0
4712	-5	10	5	159	1	I	1	136	236	-5	i	False	O	False	1	1	0	0
4713	-5	10	117	159	2	I	1	96	164	-5	i	False	O	False	1	1	0	0
4714	-5	10	78	159	3	I	1	160	172	-5	i	False	O	False	1	1	0	0
4715	-5	10	174	159	4	I	1	96	316	-5	i	False	O	False	1	1	0	0
4716	-5	10	111	159	5	I	1	188	436	-5	i	False	O	False	1	1	0	0
4717	-5	10	64	159	6	I	1	372	0	-5	i	False	O	False	1	1	0	1
4718	-5	10	203	159	7	I	1	160	160	-5	i	False	O	False	1	1	0	0
4721	-5	10	175	159	10	I	1	168	148	-5	i	False	O	False	1	1	0	0
4722	-5	10	190	159	11	I	1	156	272	-5	i	False	O	False	1	1	0	0
4726	-5	10	172	159	15	I	1	168	0	-5	i	False	O	False	1	1	0	1
4728	-5	10	36	159	17	I	1	192	320	-5	i	False	O	False	1	1	0	0
4731	-5	10	108	159	20	I	1	128	0	-5	i	False	O	False	1	1	0	1
4732	-5	10	194	159	21	I	1	228	232	-5	i	False	O	False	1	1	0	0
4736	-5	10	96	159	25	I	1	124	316	-5	i	False	O	False	1	1	0	0
4737	-5	10	72	159	27	I	1	148	432	-5	i	False	O	False	1	1	0	0
4741	-5	10	168	159	31	I	1	172	120	-5	i	False	O	False	1	1	0	0
4744	-5	10	168	159	34	I	1	176	240	-5	i	False	O	False	1	1	0	0
4745	-5	10	97	159	35	I	1	208	160	-5	i	False	O	False	1	1	0	0
4746	-5	10	152	159	36	I	1	200	0	-5	i	False	O	False	1	1	0	1
4747	-5	10	142	159	37	I	1	164	152	-5	i	False	O	False	1	1	0	0
4749	-5	10	20	159	39	I	1	140	0	-5	i	False	O	False	1	1	0	1
4751	-5	10	159	159	41	I	1	244	236	-5	i	False	O	False	1	1	0	0
4752	-5	10	79	159	42	I	1	212	240	-5	i	False	O	False	1	1	0	0
4753	-5	10	140	159	43	I	1	176	120	-5	i	False	O	False	1	1	0	0
4756	-4	9	191	161	3	it	1	380	0	-4	it	False	O	False	2	0	0	1
4763	-4	9	18	161	10	it	1	124	0	-4	it	False	O	False	2	0	0	1
4764	-4	9	95	161	11	it	1	256	76	-4	it	False	O	False	2	0	0	0
4768	-4	9	10	161	15	it	1	124	0	-4	it	False	O	False	2	0	0	1
4769	-4	9	178	161	16	it	1	116	0	-4	it	False	O	False	2	0	0	1
4775	-4	9	127	161	23	it	1	168	360	-4	it	False	O	False	2	0	0	0
4779	-4	9	165	161	28	it	1	128	0	-4	it	False	O	False	2	0	0	1
4781	-4	9	65	161	30	it	1	204	0	-4	it	False	O	False	2	0	0	1
4785	-4	9	6	161	34	it	1	176	0	-4	it	False	O	False	2	0	0	1
4791	-4	9	199	161	40	it	1	148	0	-4	it	False	O	False	2	0	0	1
4792	-4	9	194	161	41	it	1	220	284	-4	it	False	O	False	2	0	0	0
4795	-4	8	52	162	1	his	1	248	216	-4	his	False	P	False	3	0	0	0
4797	-4	8	90	162	3	his	1	224	164	-4	his	False	P	False	3	0	0	0
4798	-4	8	175	162	4	his	1	260	132	-4	his	False	P	False	3	0	0	0
4799	-4	8	99	162	5	his	1	300	168	-4	his	False	P	False	3	0	0	0
4800	-4	8	19	162	6	his	1	144	0	-4	his	False	P	False	3	0	0	1
4801	-4	8	4	162	7	his	1	164	0	-4	his	False	P	False	3	0	0	1
4802	-4	8	183	162	8	his	1	192	156	-4	his	False	P	False	3	0	0	0
4804	-4	8	158	162	11	his	1	196	148	-4	his	False	P	False	3	0	0	0
4806	-4	8	51	162	13	his	1	200	208	-4	his	False	P	False	3	0	0	0
4807	-4	8	188	162	14	his	1	140	156	-4	his	False	P	False	3	0	0	0
4809	-4	8	183	162	16	his	1	148	160	-4	his	False	P	False	3	0	0	0
4810	-4	8	162	162	17	his	1	204	248	-4	his	False	P	False	3	0	0	0
4811	-4	8	110	162	18	his	1	220	0	-4	his	False	P	False	3	0	0	1
4812	-4	8	197	162	19	his	1	220	152	-4	his	False	P	False	3	0	0	0
4814	-4	8	128	162	21	his	1	164	320	-4	his	False	P	False	3	0	0	0
4815	-4	8	22	162	22	his	1	316	208	-4	his	False	P	False	3	0	0	0
4816	-4	8	115	162	23	his	1	272	220	-4	his	False	P	False	3	0	0	0
4818	-4	8	196	162	25	his	1	184	168	-4	his	False	P	False	3	0	0	0
4819	-4	8	150	162	27	his	1	296	424	-4	his	False	P	False	3	0	0	0
4821	-4	8	11	162	29	his	1	180	0	-4	his	False	P	False	3	0	0	1
4822	-4	8	205	162	30	his	1	696	268	-4	his	False	P	False	3	0	0	0
4823	-4	8	180	162	31	his	1	160	0	-4	his	False	P	False	3	0	0	1
4824	-4	8	124	162	32	his	1	200	248	-4	his	False	P	False	3	0	0	0
4825	-4	8	155	162	33	his	1	56	280	-4	his	False	P	False	3	0	0	0
4826	-4	8	88	162	34	his	1	200	144	-4	his	False	P	False	3	0	0	0
4828	-4	8	23	162	36	his	1	184	0	-4	his	False	P	False	3	0	0	1
4829	-4	8	3	162	37	his	1	148	276	-4	his	False	P	False	3	0	0	0
4830	-4	8	85	162	38	his	1	216	0	-4	his	False	P	False	3	0	0	1
4833	-4	8	126	162	41	his	1	284	176	-4	his	False	P	False	3	0	0	0
4834	-4	8	126	162	42	his	1	188	176	-4	his	False	P	False	3	0	0	0
4836	-3	11	52	162	1	his	1	396	628	-3	his	False	P	False	3	1	0	0
4838	-3	11	90	162	3	his	1	220	0	-3	his	False	P	False	3	1	0	1
4839	-3	11	175	162	4	his	1	192	136	-3	his	False	P	False	3	1	0	0
4842	-3	11	4	162	7	his	1	212	172	-3	his	False	P	False	3	1	0	0
4845	-3	11	158	162	11	his	1	188	168	-3	his	False	P	False	3	1	0	0
4846	-3	11	42	162	12	his	1	124	0	-3	his	False	P	False	3	1	0	1
4849	-3	11	187	162	15	his	1	256	172	-3	his	False	P	False	3	1	0	0
4850	-3	11	183	162	16	his	1	224	0	-3	his	False	P	False	3	1	0	1
4852	-3	11	110	162	18	his	1	212	316	-3	his	False	P	False	3	1	0	0
4855	-3	11	128	162	21	his	1	196	184	-3	his	False	P	False	3	1	0	0
4859	-3	11	196	162	25	his	1	196	292	-3	his	False	P	False	3	1	0	0
4860	-3	11	150	162	27	his	1	264	0	-3	his	False	P	False	3	1	0	1
4862	-3	11	11	162	29	his	1	156	100	-3	his	False	P	False	3	1	0	0
4864	-3	11	180	162	31	his	1	148	268	-3	his	False	P	False	3	1	0	0
4865	-3	11	124	162	32	his	1	248	244	-3	his	False	P	False	3	1	0	0
4866	-3	11	155	162	33	his	1	120	0	-3	his	False	P	False	3	1	0	1
4868	-3	11	75	162	35	his	1	188	172	-3	his	False	P	False	3	1	0	0
4871	-3	11	85	162	38	his	1	180	292	-3	his	False	P	False	3	1	0	0
4872	-3	11	31	162	39	his	1	212	0	-3	his	False	P	False	3	1	0	1
4876	-3	11	188	162	43	his	1	240	0	-3	his	False	P	False	3	1	0	1
4887	-4	11	24	163	12	he	1	204	312	-4	he	False	O	False	2	0	0	0
4890	-4	11	99	163	15	he	1	204	236	-4	he	False	O	False	2	0	0	0
4895	-4	11	25	163	20	he	1	196	188	-4	he	False	O	False	2	0	0	0
4896	-4	11	115	163	21	he	1	564	200	-4	he	False	O	False	2	0	0	0
4898	-4	11	111	163	23	he	1	160	520	-4	he	False	O	False	2	0	0	0
4903	-4	11	162	163	29	he	1	124	272	-4	he	False	O	False	2	0	0	0
4909	-4	11	9	163	35	he	1	200	576	-4	he	False	O	False	2	0	0	0
4915	-4	11	186	163	41	he	1	272	268	-4	he	False	O	False	2	0	0	0
4918	-6	6	185	172	1	him	1	368	0	-6	him	False	O	False	3	1	0	1
4919	-6	6	178	172	2	him	1	176	0	-6	him	False	O	False	3	1	0	1
4920	-6	6	111	172	3	him	1	168	180	-6	him	False	O	False	3	1	0	0
4925	-6	6	186	172	8	him	1	192	0	-6	him	False	O	False	3	1	0	1
4926	-6	6	172	172	10	him	1	280	0	-6	him	False	O	False	3	1	0	1
4927	-6	6	47	172	11	him	1	220	0	-6	him	False	O	False	3	1	0	1
4928	-6	6	103	172	12	him	1	124	0	-6	him	False	O	False	3	1	0	1
4931	-6	6	81	172	15	him	1	256	0	-6	him	False	O	False	3	1	0	1
4932	-6	6	153	172	16	him	1	308	0	-6	him	False	O	False	3	1	0	1
4933	-6	6	96	172	17	him	1	264	0	-6	him	False	O	False	3	1	0	1
4935	-6	6	14	172	19	him	1	200	0	-6	him	False	O	False	3	1	0	1
4936	-6	6	182	172	20	him	1	140	172	-6	him	False	O	False	3	1	0	0
4937	-6	6	197	172	21	him	1	140	148	-6	him	False	O	False	3	1	0	0
4938	-6	6	161	172	22	him	1	412	0	-6	him	False	O	False	3	1	0	1
4939	-6	6	163	172	23	him	1	380	372	-6	him	False	O	False	3	1	0	0
4940	-6	6	130	172	24	him	1	224	152	-6	him	False	O	False	3	1	0	0
4941	-6	6	143	172	25	him	1	84	0	-6	him	False	O	False	3	1	0	1
4942	-6	6	109	172	27	him	1	144	0	-6	him	False	O	False	3	1	0	1
4943	-6	6	198	172	28	him	1	364	0	-6	him	False	O	False	3	1	0	1
4944	-6	6	61	172	29	him	1	252	0	-6	him	False	O	False	3	1	0	1
4946	-6	6	77	172	31	him	1	236	0	-6	him	False	O	False	3	1	0	1
4947	-6	6	46	172	32	him	1	268	0	-6	him	False	O	False	3	1	0	1
4949	-6	6	64	172	34	him	1	164	0	-6	him	False	O	False	3	1	0	1
4950	-6	6	47	172	35	him	1	212	208	-6	him	False	O	False	3	1	0	0
4951	-6	6	64	172	36	him	1	244	0	-6	him	False	O	False	3	1	0	1
4952	-6	6	6	172	37	him	1	252	0	-6	him	False	O	False	3	1	0	1
4953	-6	6	7	172	38	him	1	188	208	-6	him	False	O	False	3	1	0	0
4955	-6	6	93	172	40	him	1	216	0	-6	him	False	O	False	3	1	0	1
4956	-6	6	93	172	41	him	1	136	148	-6	him	False	O	False	3	1	0	0
4958	-6	6	152	172	43	him	1	148	188	-6	him	False	O	False	3	1	0	0
4961	-4	4	164	173	3	he	1	304	188	-4	he	False	O	False	2	0	0	0
4965	-4	4	140	173	7	he	1	136	132	-4	he	False	O	False	2	0	0	0
4966	-4	4	154	173	8	he	1	164	140	-4	he	False	O	False	2	0	0	0
4968	-4	4	78	173	11	he	1	144	136	-4	he	False	O	False	2	0	0	0
4970	-4	4	6	173	13	he	1	204	0	-4	he	False	O	False	2	0	0	1
4972	-4	4	98	173	15	he	1	232	56	-4	he	False	O	False	2	0	0	0
4973	-4	4	51	173	16	he	1	216	812	-4	he	False	O	False	2	0	0	0
4977	-4	4	177	173	20	he	1	136	144	-4	he	False	O	False	2	0	0	0
4978	-4	4	148	173	21	he	1	152	400	-4	he	False	O	False	2	0	0	0
4980	-4	4	157	173	23	he	1	220	600	-4	he	False	O	False	2	0	0	0
4981	-4	4	121	173	24	he	1	412	452	-4	he	False	O	False	2	0	0	0
4982	-4	4	52	173	25	he	1	84	0	-4	he	False	O	False	2	0	0	1
4984	-4	4	6	173	28	he	1	28	128	-4	he	False	O	False	2	0	0	0
4986	-4	4	76	173	30	he	1	264	308	-4	he	False	O	False	2	0	0	0
4988	-4	4	101	173	32	he	1	184	224	-4	he	False	O	False	2	0	0	0
4993	-4	4	192	173	37	he	1	232	732	-4	he	False	O	False	2	0	0	0
4996	-4	4	14	173	40	he	1	216	484	-4	he	False	O	False	2	0	0	0
4999	-4	4	3	173	43	he	1	124	224	-4	he	False	O	False	2	0	0	0
5002	-6	11	164	173	3	his	1	212	0	-6	his	False	P	False	3	1	0	1
5006	-6	11	140	173	7	his	1	224	0	-6	his	False	P	False	3	1	0	1
5008	-6	11	199	173	10	his	1	200	224	-6	his	False	P	False	3	1	0	0
5010	-6	11	101	173	12	his	1	256	84	-6	his	False	P	False	3	1	0	0
5013	-6	11	98	173	15	his	1	472	0	-6	his	False	P	False	3	1	0	1
5014	-6	11	51	173	16	his	1	476	416	-6	his	False	P	False	3	1	0	0
5015	-6	11	149	173	17	his	1	336	232	-6	his	False	P	False	3	1	0	0
5017	-6	11	108	173	19	his	1	92	164	-6	his	False	P	False	3	1	0	0
5019	-6	11	148	173	21	his	1	304	172	-6	his	False	P	False	3	1	0	0
5020	-6	11	83	173	22	his	1	284	232	-6	his	False	P	False	3	1	0	0
5024	-6	11	143	173	27	his	1	244	172	-6	his	False	P	False	3	1	0	0
5025	-6	11	6	173	28	his	1	88	620	-6	his	False	P	False	3	1	0	0
5026	-6	11	196	173	29	his	1	256	196	-6	his	False	P	False	3	1	0	0
5029	-6	11	101	173	32	his	1	160	104	-6	his	False	P	False	3	1	0	0
5031	-6	11	203	173	34	his	1	500	120	-6	his	False	P	False	3	1	0	0
5033	-6	11	42	173	36	his	1	448	80	-6	his	False	P	False	3	1	0	0
5037	-6	11	14	173	40	his	1	132	360	-6	his	False	P	False	3	1	0	0
5038	-6	11	62	173	41	his	1	272	180	-6	his	False	P	False	3	1	0	0
5040	-6	11	3	173	43	his	1	288	108	-6	his	False	P	False	3	1	0	0
5041	-5	9	177	175	1	she	1	136	260	-5	she	False	O	False	3	2	0	0
5042	-5	9	135	175	2	she	1	120	0	-5	she	False	O	False	3	2	0	1
5043	-5	9	110	175	3	she	1	232	108	-5	she	False	O	False	3	2	0	0
5047	-5	9	191	175	7	she	1	64	0	-5	she	False	O	False	3	2	0	1
5048	-5	9	171	175	8	she	1	92	264	-5	she	False	O	False	3	2	0	0
5049	-5	9	162	175	10	she	1	136	0	-5	she	False	O	False	3	2	0	1
5051	-5	9	7	175	12	she	1	228	152	-5	she	False	O	False	3	2	0	0
5053	-5	9	162	175	14	she	1	384	0	-5	she	False	O	False	3	2	0	1
5054	-5	9	141	175	15	she	1	244	0	-5	she	False	O	False	3	2	0	1
5055	-5	9	53	175	16	she	1	192	0	-5	she	False	O	False	3	2	0	1
5056	-5	9	56	175	17	she	1	160	0	-5	she	False	O	False	3	2	0	1
5057	-5	9	128	175	18	she	1	208	172	-5	she	False	O	False	3	2	0	0
5058	-5	9	163	175	19	she	1	88	184	-5	she	False	O	False	3	2	0	0
5060	-5	9	54	175	21	she	1	216	148	-5	she	False	O	False	3	2	0	0
5063	-5	9	192	175	24	she	1	192	136	-5	she	False	O	False	3	2	0	0
5066	-5	9	71	175	28	she	1	280	160	-5	she	False	O	False	3	2	0	0
5068	-5	9	52	175	30	she	1	264	540	-5	she	False	O	False	3	2	0	0
5069	-5	9	106	175	31	she	1	148	0	-5	she	False	O	False	3	2	0	1
5073	-5	9	84	175	35	she	1	188	208	-5	she	False	O	False	3	2	0	0
5074	-5	9	30	175	36	she	1	196	0	-5	she	False	O	False	3	2	0	1
5075	-5	9	136	175	37	she	1	364	144	-5	she	False	O	False	3	2	0	0
5076	-5	9	71	175	38	she	1	212	240	-5	she	False	O	False	3	2	0	0
5078	-5	9	24	175	40	she	1	132	136	-5	she	False	O	False	3	2	0	0
5079	-5	9	42	175	41	she	1	204	148	-5	she	False	O	False	3	2	0	0
5080	-5	9	142	175	42	she	1	240	148	-5	she	False	O	False	3	2	0	0
5082	-2	9	7	176	1	she	1	288	348	-2	she	False	O	False	3	1	0	0
5083	-2	9	151	176	2	she	1	228	172	-2	she	False	O	False	3	1	0	0
5084	-2	9	51	176	3	she	1	356	156	-2	she	False	O	False	3	1	0	0
5085	-2	9	15	176	4	she	1	172	200	-2	she	False	O	False	3	1	0	0
5086	-2	9	63	176	5	she	1	216	208	-2	she	False	O	False	3	1	0	0
5089	-2	9	87	176	8	she	1	224	196	-2	she	False	O	False	3	1	0	0
5091	-2	9	85	176	10	she	1	128	132	-2	she	False	O	False	3	1	0	0
5093	-2	9	173	176	12	she	1	172	0	-2	she	False	O	False	3	1	0	1
5094	-2	9	203	176	13	she	1	164	168	-2	she	False	O	False	3	1	0	0
5095	-2	9	148	176	14	she	1	236	0	-2	she	False	O	False	3	1	0	1
5097	-2	9	92	176	16	she	1	360	300	-2	she	False	O	False	3	1	0	0
5098	-2	9	156	176	17	she	1	176	0	-2	she	False	O	False	3	1	0	1
5100	-2	9	84	176	19	she	1	176	156	-2	she	False	O	False	3	1	0	0
5102	-2	9	22	176	21	she	1	152	352	-2	she	False	O	False	3	1	0	0
5103	-2	9	7	176	22	she	1	196	608	-2	she	False	O	False	3	1	0	0
5104	-2	9	35	176	23	she	1	1276	192	-2	she	False	O	False	3	1	0	0
5106	-2	9	137	176	25	she	1	172	224	-2	she	False	O	False	3	1	0	0
5108	-2	9	74	176	28	she	1	408	152	-2	she	False	O	False	3	1	0	0
5111	-2	9	115	176	31	she	1	184	176	-2	she	False	O	False	3	1	0	0
5112	-2	9	108	176	32	she	1	172	508	-2	she	False	O	False	3	1	0	0
5113	-2	9	141	176	33	she	1	80	116	-2	she	False	O	False	3	1	0	0
5115	-2	9	96	176	35	she	1	168	128	-2	she	False	O	False	3	1	0	0
5117	-2	9	182	176	37	she	1	172	324	-2	she	False	O	False	3	1	0	0
5120	-2	9	31	176	40	she	1	272	184	-2	she	False	O	False	3	1	0	0
5121	-2	9	102	176	41	she	1	304	0	-2	she	False	O	False	3	1	0	1
5122	-2	9	153	176	42	she	1	180	0	-2	she	False	O	False	3	1	0	1
5123	-2	9	75	176	43	she	1	88	156	-2	she	False	O	False	3	1	0	0
5126	-8	11	51	176	3	it	1	212	204	-8	it	False	O	False	2	2	0	0
5129	-8	11	28	176	6	it	1	200	216	-8	it	False	O	False	2	2	0	0
5131	-8	11	87	176	8	it	1	184	476	-8	it	False	O	False	2	2	0	0
5135	-8	11	173	176	12	it	1	148	192	-8	it	False	O	False	2	2	0	0
5137	-8	11	148	176	14	it	1	324	124	-8	it	False	O	False	2	2	0	0
5139	-8	11	92	176	16	it	1	140	276	-8	it	False	O	False	2	2	0	0
5140	-8	11	156	176	17	it	1	188	148	-8	it	False	O	False	2	2	0	0
5150	-8	11	74	176	28	it	1	172	232	-8	it	False	O	False	2	2	0	0
5154	-8	11	108	176	32	it	1	236	384	-8	it	False	O	False	2	2	0	0
5156	-8	11	45	176	34	it	1	320	180	-8	it	False	O	False	2	2	0	0
5157	-8	11	96	176	35	it	1	168	192	-8	it	False	O	False	2	2	0	0
5159	-8	11	182	176	37	it	1	148	256	-8	it	False	O	False	2	2	0	0
5163	-8	11	102	176	41	it	1	132	172	-8	it	False	O	False	2	2	0	0
5164	-8	11	153	176	42	it	1	160	200	-8	it	False	O	False	2	2	0	0
5166	-3	3	43	183	1	her	1	300	148	-3	her	False	O	False	3	0	0	0
5167	-3	3	125	183	2	her	1	108	0	-3	her	False	O	False	3	0	0	1
5168	-3	3	194	183	3	her	1	136	300	-3	her	False	O	False	3	0	0	0
5169	-3	3	89	183	4	her	1	160	188	-3	her	False	O	False	3	0	0	0
5173	-3	3	83	183	8	her	1	164	140	-3	her	False	O	False	3	0	0	0
5175	-3	3	56	183	11	her	1	156	156	-3	her	False	O	False	3	0	0	0
5177	-3	3	62	183	13	her	1	152	0	-3	her	False	O	False	3	0	0	1
5178	-3	3	57	183	14	her	1	132	280	-3	her	False	O	False	3	0	0	0
5180	-3	3	138	183	16	her	1	352	172	-3	her	False	O	False	3	0	0	0
5181	-3	3	95	183	17	her	1	208	0	-3	her	False	O	False	3	0	0	1
5182	-3	3	47	183	18	her	1	200	136	-3	her	False	O	False	3	0	0	0
5183	-3	3	87	183	19	her	1	196	104	-3	her	False	O	False	3	0	0	0
5185	-3	3	108	183	21	her	1	72	0	-3	her	False	O	False	3	0	0	1
5186	-3	3	172	183	22	her	1	568	148	-3	her	False	O	False	3	0	0	0
5187	-3	3	71	183	23	her	1	160	340	-3	her	False	O	False	3	0	0	0
5188	-3	3	154	183	24	her	1	236	152	-3	her	False	O	False	3	0	0	0
5189	-3	3	152	183	25	her	1	152	252	-3	her	False	O	False	3	0	0	0
5190	-3	3	63	183	27	her	1	248	0	-3	her	False	O	False	3	0	0	1
5191	-3	3	109	183	28	her	1	364	292	-3	her	False	O	False	3	0	0	0
5192	-3	3	168	183	29	her	1	144	0	-3	her	False	O	False	3	0	0	1
5193	-3	3	202	183	30	her	1	312	156	-3	her	False	O	False	3	0	0	0
5194	-3	3	159	183	31	her	1	184	0	-3	her	False	O	False	3	0	0	1
5195	-3	3	204	183	32	her	1	180	180	-3	her	False	O	False	3	0	0	0
5196	-3	3	78	183	33	her	1	168	0	-3	her	False	O	False	3	0	0	1
5197	-3	3	173	183	34	her	1	176	208	-3	her	False	O	False	3	0	0	0
5200	-3	3	42	183	37	her	1	132	148	-3	her	False	O	False	3	0	0	0
5201	-3	3	111	183	38	her	1	176	244	-3	her	False	O	False	3	0	0	0
5203	-3	3	61	183	40	her	1	152	136	-3	her	False	O	False	3	0	0	0
5205	-3	3	85	183	42	her	1	236	268	-3	her	False	O	False	3	0	0	0
5206	-3	3	179	183	43	her	1	144	168	-3	her	False	O	False	3	0	0	0
5207	-7	12	36	185	1	his	1	420	616	-7	his	False	P	False	3	0	0	0
5208	-7	12	4	185	2	his	1	168	0	-7	his	False	P	False	3	0	0	1
5210	-7	12	10	185	4	his	1	204	228	-7	his	False	P	False	3	0	0	0
5211	-7	12	202	185	5	his	1	256	0	-7	his	False	P	False	3	0	0	1
5212	-7	12	158	185	6	his	1	708	0	-7	his	False	P	False	3	0	0	1
5213	-7	12	66	185	7	his	1	220	276	-7	his	False	P	False	3	0	0	0
5214	-7	12	147	185	8	his	1	476	0	-7	his	False	P	False	3	0	0	1
5215	-7	12	200	185	10	his	1	220	212	-7	his	False	P	False	3	0	0	0
5216	-7	12	34	185	11	his	1	256	196	-7	his	False	P	False	3	0	0	0
5218	-7	12	188	185	13	his	1	184	456	-7	his	False	P	False	3	0	0	0
5219	-7	12	92	185	14	his	1	232	244	-7	his	False	P	False	3	0	0	0
5220	-7	12	86	185	15	his	1	760	0	-7	his	False	P	False	3	0	0	1
5221	-7	12	184	185	16	his	1	400	0	-7	his	False	P	False	3	0	0	1
5223	-7	12	52	185	18	his	1	224	168	-7	his	False	P	False	3	0	0	0
5224	-7	12	198	185	19	his	1	208	228	-7	his	False	P	False	3	0	0	0
5228	-7	12	181	185	23	his	1	144	472	-7	his	False	P	False	3	0	0	0
5230	-7	12	16	185	25	his	1	168	244	-7	his	False	P	False	3	0	0	0
5231	-7	12	160	185	27	his	1	224	192	-7	his	False	P	False	3	0	0	0
5233	-7	12	180	185	29	his	1	216	208	-7	his	False	P	False	3	0	0	0
5234	-7	12	103	185	30	his	1	496	584	-7	his	False	P	False	3	0	0	0
5235	-7	12	13	185	31	his	1	204	560	-7	his	False	P	False	3	0	0	0
5236	-7	12	126	185	32	his	1	208	136	-7	his	False	P	False	3	0	0	0
5237	-7	12	1	185	33	his	1	188	232	-7	his	False	P	False	3	0	0	0
5240	-7	12	32	185	36	his	1	180	0	-7	his	False	P	False	3	0	0	1
5241	-7	12	137	185	37	his	1	208	156	-7	his	False	P	False	3	0	0	0
